source_record_id,platform_name,country_of_origin,manufacturer,domain,category,status,photo_url,photo_page_url,photo_license,photo_status,source_dataset,source_url,source_date,verification_level,aliases,model_code,design_organisation,class_mark,airframe_type,mtow_kg,endurance_min,endurance_h,range_km,max_speed_kmh,payload_kg,wingspan_m,length_m,notes
SRC-0221,Matrice 600 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,15500,38,,,,,,,
SRC-0222,Mavic 2 Enterprise,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,905,31,,,,,,,
SRC-0223,Mavic 2 Enterprise Advanced,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,909,31,,,,,,,
SRC-0224,Mavic 2 Enterprise Dual,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,899,31,,,,,,,
SRC-0225,Mavic 2 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,907,31,,,,,,,
SRC-0226,Mavic 2 Zoom,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,905,31,,,,,,,
SRC-0227,Mavic 3 3E,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1050,45,,,,,,,
SRC-0228,Mavic 3 3M,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1050,43,,,,,,,
SRC-0229,Mavic 3 3T,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1050,45,,,,,,,
SRC-0230,Mavic 3,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C1,,895,46,,,,,,,
SRC-0231,Mavic 3 Cine,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C1,,899,46,,,,,,,
SRC-0232,Mavic 3 Classic,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C1,,895,46,,,,,,,
SRC-0233,Mavic 3 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C2,,958,43,,,,,,,
SRC-0234,Mavic 3 Pro Cine,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C2,,963,43,,,,,,,
SRC-0235,Mavic 4 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C2,,1063,51,,,,,,,
SRC-0236,Mavic Air,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,430,21,,,,,,,
SRC-0237,Mavic Air 2,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,570,34,,,,,,,
SRC-0238,Mavic Mini,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,249,30,,,,,,,
SRC-0239,Mavic Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,734,27,,,,,,,
SRC-0240,Mavic Pro Platinum,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,734,30,,,,,,,
SRC-0241,Mini 2,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,242,31,,,,,,,
SRC-0242,Mini 2 SE,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C0,,246,31,,,,,,,
SRC-0243,Mini 3,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C0,,248,51,,,,,,,
SRC-0244,Mini 3 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C0,,249,34,,,,,,,
SRC-0245,Mini 4 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C0,,249,34,,,,,,,
SRC-0246,Mini 5 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C0,,249,36,,,,,,,
SRC-0247,Neo,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,C0,,135,18,,,,,,,
SRC-0248,Phantom 1,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,800,10,,,,,,,
SRC-0249,Phantom 2,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1000,25,,,,,,,
SRC-0250,Phantom 2 Vision,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1160,25,,,,,,,
SRC-0251,Phantom 2 Vision+,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1242,25,,,,,,,
SRC-0252,Phantom 3 4k,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1280,25,,,,,,,
SRC-0253,Phantom 3 Advanced,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1280,23,,,,,,,
SRC-0254,Phantom 3 Professional,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1280,23,,,,,,,
SRC-0255,Phantom 3 SE,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1236,25,,,,,,,
SRC-0256,Phantom 3 Standard,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1216,25,,,,,,,
SRC-0257,Phantom 4,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1380,28,,,,,,,
SRC-0258,Phantom 4 Advanced,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1368,30,,,,,,,
SRC-0259,Phantom 4 Multispectral,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1487,27,,,,,,,
SRC-0260,Phantom 4 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1388,30,,,,,,,
SRC-0261,Phantom 4 Pro V2.0,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1375,30,,,,,,,
SRC-0262,Phantom 4 Pro+,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1388,30,,,,,,,
SRC-0263,Phantom 4 RTK,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,1391,30,,,,,,,
SRC-0264,Phantom FC40,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,800,25,,,,,,,
SRC-0265,Spark,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,300,16,,,,,,,
SRC-0266,Spreading Wings S1000+,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,11000,15,,,,,,,
SRC-0267,Spreading Wings S800,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,7000,22,,,,,,,
SRC-0268,Spreading Wings S800 EVO,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,8000,22,,,,,,,
SRC-0269,Spreading Wings S900,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,8200,18,,,,,,,
SRC-0270,Tello,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,80,13,,,,,,,
SRC-0271,Tello EDU,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,80,13,,,,,,,
SRC-0272,Tello Iron Man,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,DJI,none,,80,13,,,,,,,
SRC-0273,Alta X,United States,Freefly,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Freefly,none,,34860,50,,,,,,,
SRC-0274,Astro,United States,Freefly,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Freefly,none,,6665,38,,,,,,,
SRC-0275,Karma,United States,GoPro,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,GoPro,none,,1006,20,,,,,,,
SRC-0276,Zino,China,Hubsan,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Hubsan,none,,700,45,,,,,,,
SRC-0277,Zino Pro,China,Hubsan,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Hubsan,none,,700,43,,,,,,,
SRC-0278,H109S X4 Pro,China,Hubsan,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Hubsan,none,,1400,40,,,,,,,
SRC-0279,Alias,United States,LaTrax,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,LaTrax,none,,100,12,,,,,,,
SRC-0280,Anafi,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Parrot,none,,320,25,,,,,,,
SRC-0281,AR Drone,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Parrot,none,,420,12,,,,,,,
SRC-0282,AR Drone 2.0,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Parrot,none,,420,12,,,,,,,
SRC-0283,Bebop,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Parrot,none,,400,60,,,,,,,
SRC-0284,Bebop 2,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Parrot,none,,500,60,,,,,,,
SRC-0285,Disco,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Parrot,none,,750,45,,,,,,,
SRC-0286,Trinity F90+,Germany,Quantum-Systems,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Quantum-Systems,C3,,5500,90,,,,,,,
SRC-0287,ARS-S1,Japan,Sony,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Sony,none,,7450,30,,,,,,,
SRC-0288,X5C,China,Syma,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Syma,none,,200,10,,,,,,,
SRC-0289,X25 Pro,China,Syma,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Syma,none,,200,7,,,,,,,
SRC-0290,X8 Pro,China,Syma,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Syma,none,,620,15,,,,,,,
SRC-0291,GEMINI,China,TBS,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,TBS,none,,370,10,,,,,,,
SRC-0292,Vitus 320,China,Walkera,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Walkera,none,,890,25,,,,,,,
SRC-0293,WingtraOne,Switzerland,Wingtra,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Wingtra,C3,,4800,59,,,,,,,
SRC-0294,FIMI X8,China,Xiaomi,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Xiaomi,none,,790,35,,,,,,,
SRC-0295,Mi Drone 4K,China,Xiaomi,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Xiaomi,none,,1390,27,,,,,,,
SRC-0296,Mi Drone Mini,China,Xiaomi,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Xiaomi,none,,88,10,,,,,,,
SRC-0297,Breeze,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,385,12,,,,,,,
SRC-0298,H520,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,2500,25,,,,,,,
SRC-0299,H520E,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,C2,,2500,25,,,,,,,
SRC-0300,H520E-RTK,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,C2,,2500,25,,,,,,,
SRC-0301,H850-RTK,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,9300,65,,,,,,,
SRC-0302,Mantis G,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,490,33,,,,,,,
SRC-0303,Mantis Q,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,480,33,,,,,,,
SRC-0304,Typhoon 4K,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,1700,25,,,,,,,
SRC-0305,Typhoon H,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,1950,28,,,,,,,
SRC-0306,Typhoon H Plus,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,2086,28,,,,,,,
SRC-0307,Typhoon H3,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,1985,25,,,,,,,
SRC-0308,Typhoon Q500,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,,,,Not collected,OpenDroneList,https://github.com/dronetag/opendronelist,2026-08-02,Community dataset; verify against manufacturer,,,Yuneec,none,,1700,25,,,,,,,
SRC-0309,DJI Mini 5 Pro,China,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-425-mt5mfnd,2026-08-02,Official regulatory list; manufacturer-supplied data,,MT5MFND | MT5MFNDB | MT5MFNDC,DJI GmbH,C0 | C1,Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0310,DJI Matrice 4D,China,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-682-m4d,2026-08-02,Official regulatory list; manufacturer-supplied data,,M4D,DJI GmbH,"C2 with low speed mode,C6 (STS 02)",Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0311,DJI Matrice 4TD,China,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-683-m4td,2026-08-02,Official regulatory list; manufacturer-supplied data,,M4TD,DJI GmbH,"C2 with low speed mode,C6 (STS 02)",Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0312,DJI Matrice 400,China,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-376-matrice-400,2026-08-02,Official regulatory list; manufacturer-supplied data,,Matrice 400,DJI GmbH,C3 | C6 (STS 02),Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0313,C5 Eurosafe Matrice 400,China,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-2627-c5-eurosafe-matrice-400,2026-08-02,Official regulatory list; manufacturer-supplied data,,,"EUROSAFE SYSTEMS, S.L.",C5 (STS 01),Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0314,AQUILA,South Korea,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-318-al-200f,2026-08-02,Official regulatory list; manufacturer-supplied data,,AL-200F,"ARGOSDYNE Co., Ltd.",C2 with low speed mode,Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0315,HIGHDRA,Germany,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-371-highdra,2026-08-02,Official regulatory list; manufacturer-supplied data,,,Starcopter GmbH,C3,Multirotor,,,,,,,,,Operations: Open / Standard
SRC-0316,AQUILA3,South Korea,,Civilian / Commercial,Multirotor,EASA-listed for EU operations,,,,Not collected,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-396-al-300fm,2026-08-02,Official regulatory list; manufacturer-supplied data,,AL-300FM,"ARGOSDYNE Co., Ltd.",c3,Multirotor,,,,,,,,,Operations: Open / Standard
