record_id,photo_url,platform_name,country_of_origin,manufacturer,domain,category,status,photo_status,photo_search_url,photo_page_url,photo_license,aliases,model_codes,airframe_type,class_mark,mtow_kg,endurance_min,endurance_h,range_km,max_speed_kmh,payload_kg,wingspan_m,length_m,source_count,source_datasets,source_urls,verification_level,origin_confidence,last_compiled,notes
UAV-0149,,Matrice 350 RTK Flysafe,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Matrice%20350%20RTK%20Flysafe%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-120-matrice-350-rtk,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0150,,Matrice 4 Flysafe C5,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Matrice%204%20Flysafe%20C5%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-326-matrice-4-flysafe-c5,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0151,,Matrice 4D Flysafe C5,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Matrice%204D%20Flysafe%20C5%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-548-matrice-4d-flysafe-c5,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0152,,Matrice 4T Flysafe C5,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Matrice%204T%20Flysafe%20C5%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-327-matrice-4t-flysafe-c5,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0153,,Matrice 600,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Matrice%20600%20UAV&title=Special:MediaSearch&type=image,,,,,,none,15100,38,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0154,,Matrice 600 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Matrice%20600%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,none,15500,38,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0155,,Mavic 2 Enterprise,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%202%20Enterprise%20UAV&title=Special:MediaSearch&type=image,,,,,,none,905,31,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0156,,Mavic 2 Enterprise Advanced,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%202%20Enterprise%20Advanced%20UAV&title=Special:MediaSearch&type=image,,,,,,none,909,31,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0157,,Mavic 2 Enterprise Dual,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%202%20Enterprise%20Dual%20UAV&title=Special:MediaSearch&type=image,,,,,,none,899,31,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0158,,Mavic 2 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%202%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,none,907,31,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0159,,Mavic 2 Zoom,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%202%20Zoom%20UAV&title=Special:MediaSearch&type=image,,,,,,none,905,31,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0160,,Mavic 3,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%20UAV&title=Special:MediaSearch&type=image,,,,,,C1,895,46,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0161,,Mavic 3 3E,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%203E%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1050,45,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0162,,Mavic 3 3M,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%203M%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1050,43,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0163,,Mavic 3 3T,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%203T%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1050,45,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0164,,Mavic 3 Cine,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%20Cine%20UAV&title=Special:MediaSearch&type=image,,,,,,C1,899,46,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0165,,Mavic 3 Pro Cine Flysafe C5,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%20Pro%20Cine%20Flysafe%20C5%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-173-mavic-3-pro-cine,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0166,,Mavic 3 Pro Flysafe C5,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203%20Pro%20Flysafe%20C5%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-151-mavic-3-pro-flysafe-c5,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0167,,Mavic 3E Flysafe,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203E%20Flysafe%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-116-mavic-3e-flysafe,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0168,,Mavic 3M Flysafe,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203M%20Flysafe%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-119-mavic-3m-flysafe,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0169,,Mavic 3T Flysafe,China,Flying Eye,Civilian / Commercial,Multirotor,EASA-listed for EU operations,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%203T%20Flysafe%20UAV&title=Special:MediaSearch&type=image,,,,,Multirotor,C5 (STS 01),,,,,,,,,1,EASA Drones for EU Operations,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-118-mavic-3t-flysafe,Official regulatory list; manufacturer-supplied data,Medium,2026-08-02,Operations: Open / Standard
UAV-0170,,Mavic Air,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%20Air%20UAV&title=Special:MediaSearch&type=image,,,,,,none,430,21,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0171,,Mavic Air 2,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%20Air%202%20UAV&title=Special:MediaSearch&type=image,,,,,,none,570,34,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0172,,Mavic Mini,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%20Mini%20UAV&title=Special:MediaSearch&type=image,,,,,,none,249,30,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0173,,Mavic Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,none,734,27,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0174,,Mavic Pro Platinum,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mavic%20Pro%20Platinum%20UAV&title=Special:MediaSearch&type=image,,,,,,none,734,30,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0175,,Mi Drone 4K,China,Xiaomi,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mi%20Drone%204K%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1390,27,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0176,,Mi Drone Mini,China,Xiaomi,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mi%20Drone%20Mini%20UAV&title=Special:MediaSearch&type=image,,,,,,none,88,10,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0177,,Mini 2,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mini%202%20UAV&title=Special:MediaSearch&type=image,,,,,,none,242,31,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0178,,Mini 3 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mini%203%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,C0,249,34,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0179,,Mini 4 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Mini%204%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,C0,249,34,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0180,,Phantom 1,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%201%20UAV&title=Special:MediaSearch&type=image,,,,,,none,800,10,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0181,,Phantom 2,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%202%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1000,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0182,,Phantom 2 Vision,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%202%20Vision%20UAV&title=Special:MediaSearch&type=image,,,Phantom 2 Vision+,,,none,1160,25,,,,,,,2,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0183,,Phantom 3 4k,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%203%204k%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1280,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0184,,Phantom 3 Advanced,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%203%20Advanced%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1280,23,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0185,,Phantom 3 Professional,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%203%20Professional%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1280,23,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0186,,Phantom 3 SE,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%203%20SE%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1236,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0187,,Phantom 3 Standard,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%203%20Standard%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1216,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0188,,Phantom 4,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%204%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1380,28,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0189,,Phantom 4 Advanced,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%204%20Advanced%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1368,30,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0190,,Phantom 4 Multispectral,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%204%20Multispectral%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1487,27,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0191,,Phantom 4 Pro,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%204%20Pro%20UAV&title=Special:MediaSearch&type=image,,,Phantom 4 Pro+,,,none,1388,30,,,,,,,2,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0192,,Phantom 4 Pro V2.0,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%204%20Pro%20V2.0%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1375,30,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0193,,Phantom 4 RTK,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%204%20RTK%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1391,30,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0194,,Phantom FC40,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Phantom%20FC40%20UAV&title=Special:MediaSearch&type=image,,,,,,none,800,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0195,,Spark,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Spark%20UAV&title=Special:MediaSearch&type=image,,,,,,none,300,16,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0196,,Spreading Wings S1000+,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Spreading%20Wings%20S1000%2B%20UAV&title=Special:MediaSearch&type=image,,,,,,none,11000,15,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0197,,Spreading Wings S800,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Spreading%20Wings%20S800%20UAV&title=Special:MediaSearch&type=image,,,,,,none,7000,22,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0198,,Spreading Wings S800 EVO,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Spreading%20Wings%20S800%20EVO%20UAV&title=Special:MediaSearch&type=image,,,,,,none,8000,22,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0199,,Spreading Wings S900,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Spreading%20Wings%20S900%20UAV&title=Special:MediaSearch&type=image,,,,,,none,8200,18,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0200,,Tello,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Tello%20UAV&title=Special:MediaSearch&type=image,,,,,,none,80,13,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0201,,Tello EDU,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Tello%20EDU%20UAV&title=Special:MediaSearch&type=image,,,,,,none,80,13,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0202,,Tello Iron Man,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Tello%20Iron%20Man%20UAV&title=Special:MediaSearch&type=image,,,,,,none,80,13,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0203,,Typhoon 4K,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Typhoon%204K%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1700,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0204,,Typhoon H,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Typhoon%20H%20UAV&title=Special:MediaSearch&type=image,,,,,Rotary-wing,none,1950,28,,,,,,,2,OpenDroneList | Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf | https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,Databook systems specification page 305.
UAV-0205,,Typhoon H Plus,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Typhoon%20H%20Plus%20UAV&title=Special:MediaSearch&type=image,,,,,,none,2086,28,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0206,,Typhoon H3,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Typhoon%20H3%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1985,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0207,,Typhoon Q500,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Typhoon%20Q500%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1700,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0208,,Vitus 320,China,Walkera,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Vitus%20320%20UAV&title=Special:MediaSearch&type=image,,,,,,none,890,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0209,,X-Star,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=X-Star%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1420,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0210,,X-Star Premium,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=X-Star%20Premium%20UAV&title=Special:MediaSearch&type=image,,,,,,none,1420,25,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0211,,X25 Pro,China,Syma,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=X25%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,none,200,7,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0212,,X5C,China,Syma,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=X5C%20UAV&title=Special:MediaSearch&type=image,,,,,,none,200,10,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0213,,X8 Pro,China,Syma,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=X8%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,none,620,15,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0214,,Zino,China,Hubsan,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Zino%20UAV&title=Special:MediaSearch&type=image,,,,,,none,700,45,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
UAV-0215,,Zino Pro,China,Hubsan,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,Not collected,https://commons.wikimedia.org/w/index.php?search=Zino%20Pro%20UAV&title=Special:MediaSearch&type=image,,,,,,none,700,43,,,,,,,1,OpenDroneList,https://github.com/dronetag/opendronelist,Community dataset; verify against manufacturer,Medium,2026-08-02,
