raw_id,raw_name,source_dataset,source_url,external_ref,raw_country,raw_manufacturer,domain,category,status,credibility_tier,promoted_record_id,promoted_name,created_at
503,3S,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0503,France,Drone Protect Systems,Military / Government,Small / tactical; Rotary-wing,In use or under development as documented in 2019,2,UAV-87319D872852,3S,2026-08-02T16:05:02+00:00
600,U-1 Sky Scout,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0600,Thailand,RV Connex,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,2,UAV-F09F6F985DAA,U-1 Sky Scout,2026-08-02T16:05:02+00:00
526,UAV (Mohajem 92),Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0526,Iran / Iraq,State Company for Military Industries (Iraq),Military / Government,Medium tactical; Fixed-wing,In use or under development as documented in 2019,2,UAV-4CEDE0E2A819,UAV (Mohajem 92),2026-08-02T16:05:02+00:00
496,UV-10CAM,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0496,China,Microfly,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,2,UAV-5CBE56ADE8F0,UV-10CAM,2026-08-02T16:05:02+00:00
563,Uqab,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0563,Pakistan,GIDS,Military / Government,Medium tactical; Fixed-wing,In use or under development as documented in 2019,2,UAV-04F4509B0901,Uqab,2026-08-02T16:05:02+00:00
595,V-200,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0595,Sweden,UMS Skeldar,Military / Government,Medium tactical; Rotary-wing,In use or under development as documented in 2019,2,UAV-6CC4C9B1A6AA,V-200,2026-08-02T16:05:02+00:00
456,Vigía 2B,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0456,Argentina,DGIyD,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-C4473A90B5AA,Vigía 2B,2026-08-02T16:05:02+00:00
567,Warmate,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0567,Peru,WB Electronics,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,2,UAV-C996D6862605,Warmate,2026-08-02T16:05:02+00:00
546,Watchkeeper,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0546,Israel / United Kingdom,"Thales UK,Elbit Systems",Military / Government,Medium tactical; Fixed-wing,In use or under development as documented in 2019,2,UAV-CD0DE2A33A4F,Watchkeeper,2026-08-02T16:05:02+00:00
499,Wing Loon 1D,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0499,China,AVIC,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-4B3D85179BB0,Wing Loon 1D,2026-08-02T16:05:02+00:00
497,Wing Loong I,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0497,China,AVIC,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-A1B88DA1D2E2,Wing Loong I,2026-08-02T16:05:02+00:00
498,Wing Loong II,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0498,China,AVIC,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-2903DA6D9066,Wing Loong II,2026-08-02T16:05:02+00:00
587,XeFI,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0587,South Korea,NESTEC,Military / Government,Small / tactical; Rotary-wing,In use or under development as documented in 2019,2,UAV-FBE74B3C2DE2,XeFI,2026-08-02T16:05:02+00:00
500,Xianglong,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0500,China,GAIG,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-42AF7972FEC2,Xianglong,2026-08-02T16:05:02+00:00
617,Yabhon Flash-20*,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0617,United Arab Emirates,ADCOM Systems,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-0C3A9EABA4BC,Yabhon Flash-20*,2026-08-02T16:05:02+00:00
618,Yabhon United-40*,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0618,United Arab Emirates,ADCOM Systems,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-CD20FB9D76F5,Yabhon United-40*,2026-08-02T16:05:02+00:00
501,Yaoying 2,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0501,China,AVIC,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,2,UAV-65FD2EE7F763,Yaoying 2,2026-08-02T16:05:02+00:00
119,ACSL SOTEN,Curated UAV Seed 2026,Internal curated seed,SRC-0119,Japan,,Dual-use,Secure quadrotor,Not specified,3,UAV-6914C3470B37,ACSL SOTEN,2026-08-02T16:05:02+00:00
86,AQ-400 Scythe,Curated UAV Seed 2026,Internal curated seed,SRC-0086,Ukraine,,Military,One-way attack UAV,Not specified,3,UAV-CFE99CFE65C9,AQ-400 Scythe,2026-08-02T16:05:02+00:00
41,ASN-209 / Silver Eagle,Curated UAV Seed 2026,Internal curated seed,SRC-0041,China,,Military,Tactical fixed-wing,Not specified,3,UAV-9CE19E9211AF,ASN-209,2026-08-02T16:05:02+00:00
108,AWHero,Curated UAV Seed 2026,Internal curated seed,SRC-0108,Italy,,Dual-use,Unmanned helicopter,Not specified,3,UAV-CC796131038D,AWHero,2026-08-02T16:05:02+00:00
74,Aarok,Curated UAV Seed 2026,Internal curated seed,SRC-0074,France,,Military,Heavy MALE,Not specified,3,UAV-15094ACEC3BB,Aarok,2026-08-02T16:05:02+00:00
55,Ababil family,Curated UAV Seed 2026,Internal curated seed,SRC-0055,Iran,,Military,Tactical fixed-wing,Not specified,3,UAV-A39CDA5F79B3,Ababil family,2026-08-02T16:05:02+00:00
117,AeroVironment Quantix Recon,Curated UAV Seed 2026,Internal curated seed,SRC-0117,United States,,Dual-use,VTOL fixed-wing,Not specified,3,UAV-D521AB6BD3D1,AeroVironment Quantix Recon,2026-08-02T16:05:02+00:00
121,Aeryon SkyRanger R70,Curated UAV Seed 2026,Internal curated seed,SRC-0121,Canada,,Dual-use,Quadrotor,Not specified,3,UAV-D4AE77E6239B,Aeryon SkyRanger R70,2026-08-02T16:05:02+00:00
118,AgEagle eBee VISION,Curated UAV Seed 2026,Internal curated seed,SRC-0118,United States / Switzerland,,Dual-use,Fixed-wing ISR UAV,Not specified,3,UAV-FF3A925D0227,AgEagle eBee VISION,2026-08-02T16:05:02+00:00
75,Aliaca,Curated UAV Seed 2026,Internal curated seed,SRC-0075,France,,Military,Mini fixed-wing,Not specified,3,UAV-977D138A0C57,Aliaca,2026-08-02T16:05:02+00:00
106,Alpha 900,Curated UAV Seed 2026,Internal curated seed,SRC-0106,Spain,,Dual-use,Unmanned helicopter,Not specified,3,UAV-80BE65FC09D4,Alpha 900,2026-08-02T16:05:02+00:00
135,Amazon MK30,Curated UAV Seed 2026,Internal curated seed,SRC-0135,United States,,Civil,Delivery UAV,Not specified,3,UAV-EEC747B4506E,Amazon MK30,2026-08-02T16:05:02+00:00
15,Anduril Ghost / Ghost-X,Curated UAV Seed 2026,Internal curated seed,SRC-0015,United States,,Military,VTOL tactical UAS,Not specified,3,UAV-BE6BA1DC5499,Anduril Ghost,2026-08-02T16:05:02+00:00
140,Archer Midnight,Curated UAV Seed 2026,Internal curated seed,SRC-0140,United States,,Civil,eVTOL aircraft,Not specified,3,UAV-3A0E9AD63F2D,Archer Midnight,2026-08-02T16:05:02+00:00
59,Archer-NG,Curated UAV Seed 2026,Internal curated seed,SRC-0059,India,,Military,MALE fixed-wing,Not specified,3,UAV-3359AB8B4481,Archer-NG,2026-08-02T16:05:02+00:00
101,Autel EVO Max 4T,Curated UAV Seed 2026,Internal curated seed,SRC-0101,China,,Dual-use,Enterprise multirotor,Not specified,3,UAV-A3298C746F55,Autel EVO Max 4T,2026-08-02T16:05:02+00:00
144,AutoFlight Prosperity I,Curated UAV Seed 2026,Internal curated seed,SRC-0144,China,,Civil,eVTOL aircraft,Not specified,3,UAV-60AEB3537CD9,AutoFlight Prosperity I,2026-08-02T16:05:02+00:00
18,Bayraktar Akinci,Curated UAV Seed 2026,Internal curated seed,SRC-0018,Türkiye,,Military,Heavy HALE/MALE UCAV,Not specified,3,UAV-7CEFC0FABB53,Bayraktar Akinci,2026-08-02T16:05:02+00:00
19,Bayraktar Kizilelma,Curated UAV Seed 2026,Internal curated seed,SRC-0019,Türkiye,,Military,Jet UCAV,Not specified,3,UAV-791E2C7C31A5,Bayraktar Kizilelma,2026-08-02T16:05:02+00:00
16,Bayraktar TB2,Curated UAV Seed 2026,Internal curated seed,SRC-0016,Türkiye,,Military,MALE fixed-wing,Not specified,3,UAV-2EA3572A6DEB,Bayraktar TB2,2026-08-02T16:05:02+00:00
17,Bayraktar TB3,Curated UAV Seed 2026,Internal curated seed,SRC-0017,Türkiye,,Military,Ship-capable MALE,Not specified,3,UAV-EA724362D01A,Bayraktar TB3,2026-08-02T16:05:02+00:00
115,Beta ALIA,Curated UAV Seed 2026,Internal curated seed,SRC-0115,United States,,Dual-use,eVTOL/CTOL aircraft,Not specified,3,UAV-5FDF53E08F71,Beta ALIA,2026-08-02T16:05:02+00:00
85,Bober,Curated UAV Seed 2026,Internal curated seed,SRC-0085,Ukraine,,Military,One-way attack UAV,Not specified,3,UAV-3D9730682D0E,Bober,2026-08-02T16:05:02+00:00
35,CH-4,Curated UAV Seed 2026,Internal curated seed,SRC-0035,China,,Military,MALE fixed-wing,Not specified,3,UAV-7AF6B8BF6EC1,CH-4,2026-08-02T16:05:02+00:00
36,CH-5,Curated UAV Seed 2026,Internal curated seed,SRC-0036,China,,Military,Heavy MALE,Not specified,3,UAV-6795C1B01464,CH-5,2026-08-02T16:05:02+00:00
123,DJI Agras T50,Curated UAV Seed 2026,Internal curated seed,SRC-0123,China,,Civil,Agricultural multirotor,Not specified,3,UAV-C95DF2AD2E42,DJI Agras T50,2026-08-02T16:05:02+00:00
124,DJI FlyCart 30,Curated UAV Seed 2026,Internal curated seed,SRC-0124,China,,Civil,Cargo multirotor,Not specified,3,UAV-3EE2A523387C,DJI FlyCart 30,2026-08-02T16:05:02+00:00
99,DJI Matrice 350 RTK,Curated UAV Seed 2026,Internal curated seed,SRC-0099,China,,Dual-use,Enterprise multirotor,Not specified,3,UAV-ABC2B0066B0F,DJI Matrice 350 RTK,2026-08-02T16:05:02+00:00
100,DJI Matrice 400,Curated UAV Seed 2026,Internal curated seed,SRC-0100,China,,Dual-use,Enterprise multirotor,Not specified,3,UAV-03928F0B790D,DJI Matrice 400,2026-08-02T16:05:02+00:00
98,DJI Mavic 3 Enterprise,Curated UAV Seed 2026,Internal curated seed,SRC-0098,China,,Dual-use,Small multirotor,Not specified,3,UAV-CC05792900B4,DJI Mavic 3 Enterprise,2026-08-02T16:05:02+00:00
126,Delair UX11,Curated UAV Seed 2026,Internal curated seed,SRC-0126,France,,Civil,Fixed-wing survey UAV,Not specified,3,UAV-BFA1C1F3B602,Delair UX11,2026-08-02T16:05:02+00:00
120,Draganfly Commander 3 XL,Curated UAV Seed 2026,Internal curated seed,SRC-0120,Canada,,Dual-use,Multirotor,Not specified,3,UAV-6E2FEE9FC17D,Draganfly Commander 3 XL,2026-08-02T16:05:02+00:00
137,Dronamics Black Swan,Curated UAV Seed 2026,Internal curated seed,SRC-0137,Bulgaria,,Civil,Cargo fixed-wing UAV,Not specified,3,UAV-2216996A9142,Dronamics Black Swan,2026-08-02T16:05:02+00:00
125,EHang EH216-S,Curated UAV Seed 2026,Internal curated seed,SRC-0125,China,,Civil,Passenger eVTOL multicopter,Not specified,3,UAV-4E69072BC8AF,EHang EH216-S,2026-08-02T16:05:02+00:00
114,Elroy Air Chaparral,Curated UAV Seed 2026,Internal curated seed,SRC-0114,United States,,Dual-use,Autonomous cargo VTOL,Not specified,3,UAV-982F45E68E0D,Elroy Air Chaparral,2026-08-02T16:05:02+00:00
69,Eurodrone,Curated UAV Seed 2026,Internal curated seed,SRC-0069,European consortium,,Military,Twin-engine MALE,Not specified,3,UAV-B557CE1F03CB,Eurodrone,2026-08-02T16:05:02+00:00
122,FIXAR 025,Curated UAV Seed 2026,Internal curated seed,SRC-0122,Latvia,,Dual-use,VTOL fixed-wing,Not specified,3,UAV-C1721A53C6F0,FIXAR 025,2026-08-02T16:05:02+00:00
76,Falco EVO,Curated UAV Seed 2026,Internal curated seed,SRC-0076,Italy,,Military,MALE fixed-wing,Not specified,3,UAV-D5610DFCE11E,Falco EVO,2026-08-02T16:05:02+00:00
77,Falco Xplorer,Curated UAV Seed 2026,Internal curated seed,SRC-0077,Italy,,Military,MALE fixed-wing,Not specified,3,UAV-844A6003A990,Falco Xplorer,2026-08-02T16:05:02+00:00
79,FlyEye,Curated UAV Seed 2026,Internal curated seed,SRC-0079,Poland,,Military,Mini fixed-wing,Not specified,3,UAV-9E6C7BE9EE67,FlyEye,2026-08-02T16:05:02+00:00
129,Flyability Elios 3,Curated UAV Seed 2026,Internal curated seed,SRC-0129,Switzerland,,Civil,Caged indoor multirotor,Not specified,3,UAV-34E4C32DEC44,Flyability Elios 3,2026-08-02T16:05:02+00:00
43,Forpost-R,Curated UAV Seed 2026,Internal curated seed,SRC-0043,Russia,,Military,Tactical/MALE fixed-wing,Not specified,3,UAV-89D680E8BF46,Forpost-R,2026-08-02T16:05:02+00:00
130,Fotokite Sigma,Curated UAV Seed 2026,Internal curated seed,SRC-0130,Switzerland,,Civil,Tethered multirotor,Not specified,3,UAV-313F8098B17A,Fotokite Sigma,2026-08-02T16:05:02+00:00
131,Freefly Alta X,Curated UAV Seed 2026,Internal curated seed,SRC-0131,United States,,Civil,Heavy-lift multirotor,Not specified,3,UAV-0CE1A17DAA41,Freefly Alta X,2026-08-02T16:05:02+00:00
39,GJ-11 Sharp Sword,Curated UAV Seed 2026,Internal curated seed,SRC-0039,China,,Military,Flying-wing UCAV,Not specified,3,UAV-438231AA4625,GJ-11 Sharp Sword,2026-08-02T16:05:02+00:00
49,Geran-2 / Shahed-136 derivative,Curated UAV Seed 2026,Internal curated seed,SRC-0049,Iran / Russia,,Military,One-way attack UAV,Not specified,3,UAV-96900A8F9FB3,Geran-2,2026-08-02T16:05:02+00:00
57,Ghatak / SWiFT demonstrator,Curated UAV Seed 2026,Internal curated seed,SRC-0057,India,,Military,Flying-wing UCAV demonstrator,Not specified,3,UAV-CB8D963555E5,Ghatak,2026-08-02T16:05:02+00:00
80,Gladius system,Curated UAV Seed 2026,Internal curated seed,SRC-0080,Poland,,Military,Loitering munition system,Not specified,3,UAV-7E18FD931427,Gladius system,2026-08-02T16:05:02+00:00
30,Harop,Curated UAV Seed 2026,Internal curated seed,SRC-0030,Israel,,Military,Loitering munition,Not specified,3,UAV-3E5E250EAC37,Harop,2026-08-02T16:05:02+00:00
31,Harpy,Curated UAV Seed 2026,Internal curated seed,SRC-0031,Israel,,Military,Loitering munition,Not specified,3,UAV-29E2EF5CCEBA,Harpy,2026-08-02T16:05:02+00:00
27,Hermes 450,Curated UAV Seed 2026,Internal curated seed,SRC-0027,Israel,,Military,Tactical/MALE fixed-wing,Not specified,3,UAV-21A397A66BF4,Hermes 450,2026-08-02T16:05:02+00:00
28,Hermes 900,Curated UAV Seed 2026,Internal curated seed,SRC-0028,Israel,,Military,MALE fixed-wing,Not specified,3,UAV-886CBB3D0A84,Hermes 900,2026-08-02T16:05:02+00:00
25,Heron 1,Curated UAV Seed 2026,Internal curated seed,SRC-0025,Israel,,Military,MALE fixed-wing,Not specified,3,UAV-8D2548F30310,Heron 1,2026-08-02T16:05:02+00:00
26,Heron TP / Eitan,Curated UAV Seed 2026,Internal curated seed,SRC-0026,Israel,,Military,HALE/MALE fixed-wing,Not specified,3,UAV-0FB03A96C92E,Heron TP,2026-08-02T16:05:02+00:00
113,Inspired Flight IF1200A,Curated UAV Seed 2026,Internal curated seed,SRC-0113,United States,,Dual-use,Heavy-lift multirotor,Not specified,3,UAV-E257C84EE829,Inspired Flight IF1200A,2026-08-02T16:05:02+00:00
116,JOUAV CW-25E,Curated UAV Seed 2026,Internal curated seed,SRC-0116,China,,Dual-use,VTOL fixed-wing,Not specified,3,UAV-370CC77AB44D,JOUAV CW-25E,2026-08-02T16:05:02+00:00
139,Joby S4,Curated UAV Seed 2026,Internal curated seed,SRC-0139,United States,,Civil,Piloted/autonomous-capable eVTOL,Not specified,3,UAV-70C9E9F85A5B,Joby S4,2026-08-02T16:05:02+00:00
65,KUS-FC,Curated UAV Seed 2026,Internal curated seed,SRC-0065,South Korea,,Military,Low-observable UCAV concept,Not specified,3,UAV-32BE51BF5F07,KUS-FC,2026-08-02T16:05:02+00:00
63,KUS-FS,Curated UAV Seed 2026,Internal curated seed,SRC-0063,South Korea,,Military,MALE fixed-wing,Not specified,3,UAV-49E5C1E433DA,KUS-FS,2026-08-02T16:05:02+00:00
64,KUS-VH,Curated UAV Seed 2026,Internal curated seed,SRC-0064,South Korea,,Military,Unmanned helicopter,Not specified,3,UAV-AB2EFF5E0F8C,KUS-VH,2026-08-02T16:05:02+00:00
92,Karayel,Curated UAV Seed 2026,Internal curated seed,SRC-0092,Turkiye / Saudi Arabia,,Military,Tactical MALE,Not specified,3,UAV-A73FA6F0E9C3,Karayel,2026-08-02T16:05:02+00:00
56,Karrar,Curated UAV Seed 2026,Internal curated seed,SRC-0056,Iran,,Military,Jet target/strike UAV,Not specified,3,UAV-8D62A72ABF2D,Karrar,2026-08-02T16:05:02+00:00
47,Kub-BLA,Curated UAV Seed 2026,Internal curated seed,SRC-0047,Russia,,Military,Loitering munition,Not specified,3,UAV-91563DB38525,Kub-BLA,2026-08-02T16:05:02+00:00
82,Leleka-100,Curated UAV Seed 2026,Internal curated seed,SRC-0082,Ukraine,,Military,Small fixed-wing,Not specified,3,UAV-CC54D6424233,Leleka-100,2026-08-02T16:05:02+00:00
142,Lilium Jet,Curated UAV Seed 2026,Internal curated seed,SRC-0142,Germany,,Civil,Ducted-fan eVTOL,Not specified,3,UAV-D0C29B31D0BE,Lilium Jet,2026-08-02T16:05:02+00:00
72,Luna NG,Curated UAV Seed 2026,Internal curated seed,SRC-0072,Germany,,Military,Tactical fixed-wing,Not specified,3,UAV-317530D18E59,Luna NG,2026-08-02T16:05:02+00:00
3,MQ-1C Gray Eagle,Curated UAV Seed 2026,Internal curated seed,SRC-0003,United States,,Military,MALE fixed-wing,Not specified,3,UAV-864D8FEC9E00,MQ-1C Gray Eagle,2026-08-02T16:05:02+00:00
8,MQ-25 Stingray,Curated UAV Seed 2026,Internal curated seed,SRC-0008,United States,,Military,Carrier fixed-wing,Not specified,3,UAV-0B8FC0E9C9F7,MQ-25 Stingray,2026-08-02T16:05:02+00:00
5,MQ-4C Triton,Curated UAV Seed 2026,Internal curated seed,SRC-0005,United States,,Military,HALE fixed-wing,Not specified,3,UAV-6FB05E2123B3,MQ-4C Triton,2026-08-02T16:05:02+00:00
1,MQ-9A Reaper,Curated UAV Seed 2026,Internal curated seed,SRC-0001,United States,,Military,MALE fixed-wing,Not specified,3,UAV-C39844FFCF4D,MQ-9A Reaper,2026-08-02T16:05:02+00:00
2,MQ-9B SkyGuardian/SeaGuardian,Curated UAV Seed 2026,Internal curated seed,SRC-0002,United States,,Military,MALE fixed-wing,Not specified,3,UAV-3EC58CDDB191,MQ-9B SkyGuardian,2026-08-02T16:05:02+00:00
87,Magura V5,Curated UAV Seed 2026,Internal curated seed,SRC-0087,Ukraine,,Military,Uncrewed surface vessel,Not specified,3,UAV-DED9B03FBEA4,Magura V5,2026-08-02T16:05:02+00:00
105,Malloy T150/T400,Curated UAV Seed 2026,Internal curated seed,SRC-0105,United Kingdom,,Dual-use,Cargo multirotor,Not specified,3,UAV-779C49346FB2,Malloy T150,2026-08-02T16:05:02+00:00
94,Manta Ray,Curated UAV Seed 2026,Internal curated seed,SRC-0094,United States,,Military,Large autonomous UUV,Not specified,3,UAV-6C872E33587B,Manta Ray,2026-08-02T16:05:02+00:00
136,Matternet M2,Curated UAV Seed 2026,Internal curated seed,SRC-0136,United States / Switzerland,,Civil,Delivery multirotor,Not specified,3,UAV-1FBBCEFCB279,Matternet M2,2026-08-02T16:05:02+00:00
148,Microdrones md4-3000,Curated UAV Seed 2026,Internal curated seed,SRC-0148,Germany,,Civil,Heavy multirotor,Not specified,3,UAV-54633801E9F1,Microdrones md4-3000,2026-08-02T16:05:02+00:00
89,Milkor 380,Curated UAV Seed 2026,Internal curated seed,SRC-0089,South Africa,,Military,MALE fixed-wing,Not specified,3,UAV-6AA0344040FE,Milkor 380,2026-08-02T16:05:02+00:00
51,Mohajer-6,Curated UAV Seed 2026,Internal curated seed,SRC-0051,Iran,,Military,Tactical/MALE fixed-wing,Not specified,3,UAV-1D5BDF028878,Mohajer-6,2026-08-02T16:05:02+00:00
102,Netra V-series,Curated UAV Seed 2026,Internal curated seed,SRC-0102,India,,Dual-use,Small multirotor,Not specified,3,UAV-2C7B471A53CB,Netra V-series,2026-08-02T16:05:02+00:00
61,NewSpace BEL VUAV concepts,Curated UAV Seed 2026,Internal curated seed,SRC-0061,India,,Military,Swarm / tactical UAS,Not specified,3,UAV-E14DA18A5F4F,NewSpace BEL VUAV concepts,2026-08-02T16:05:02+00:00
60,Nishant,Curated UAV Seed 2026,Internal curated seed,SRC-0060,India,,Military,Tactical fixed-wing,Not specified,3,UAV-5F2826243549,Nishant,2026-08-02T16:05:02+00:00
97,Orbiter family,Curated UAV Seed 2026,Internal curated seed,SRC-0097,Israel,,Dual-use,Small fixed-wing,Not specified,3,UAV-914D8E5FF726,Orbiter family,2026-08-02T16:05:02+00:00
42,Orion / Inokhodets,Curated UAV Seed 2026,Internal curated seed,SRC-0042,Russia,,Military,MALE fixed-wing,Not specified,3,UAV-091E17A9B3E1,Orion,2026-08-02T16:05:02+00:00
44,Orlan-10,Curated UAV Seed 2026,Internal curated seed,SRC-0044,Russia,,Military,Small fixed-wing,Not specified,3,UAV-0D8B967D09E8,Orlan-10,2026-08-02T16:05:02+00:00
45,Orlan-30,Curated UAV Seed 2026,Internal curated seed,SRC-0045,Russia,,Military,Small fixed-wing,Not specified,3,UAV-31D5CE08FCB1,Orlan-30,2026-08-02T16:05:02+00:00
81,PD-2,Curated UAV Seed 2026,Internal curated seed,SRC-0081,Ukraine,,Military,VTOL fixed-wing,Not specified,3,UAV-9835E962E13F,PD-2,2026-08-02T16:05:02+00:00
109,Parrot Anafi AI,Curated UAV Seed 2026,Internal curated seed,SRC-0109,France,,Dual-use,Enterprise quadrotor,Not specified,3,UAV-734D69D5E6BE,Parrot Anafi AI,2026-08-02T16:05:02+00:00
110,Parrot Anafi USA,Curated UAV Seed 2026,Internal curated seed,SRC-0110,France / United States,,Dual-use,Enterprise quadrotor,Not specified,3,UAV-445FBCEFC9FD,Parrot Anafi USA,2026-08-02T16:05:02+00:00
73,Patroller,Curated UAV Seed 2026,Internal curated seed,SRC-0073,France,,Military,MALE fixed-wing,Not specified,3,UAV-C431C9B05D4C,Patroller,2026-08-02T16:05:02+00:00
14,Phoenix Ghost family,Curated UAV Seed 2026,Internal curated seed,SRC-0014,United States,,Military,Loitering munition,Not specified,3,UAV-1E7FF1E21E37,Phoenix Ghost family,2026-08-02T16:05:02+00:00
67,Protector RG Mk1,Curated UAV Seed 2026,Internal curated seed,SRC-0067,United Kingdom,,Military,MQ-9B MALE,Not specified,3,UAV-228F8945A112,Protector RG Mk1,2026-08-02T16:05:02+00:00
96,Puma AE,Curated UAV Seed 2026,Internal curated seed,SRC-0096,United States,,Dual-use,Small hand-launched fixed-wing,Not specified,3,UAV-69D951181326,Puma AE,2026-08-02T16:05:02+00:00
91,QX-4 / QX-5 families,Curated UAV Seed 2026,Internal curated seed,SRC-0091,United Arab Emirates,,Military,Loitering / tactical UAS,Not specified,3,UAV-52FA7E4BC8C0,QX-4,2026-08-02T16:05:02+00:00
107,Quantum Systems Vector,Curated UAV Seed 2026,Internal curated seed,SRC-0107,Germany,,Dual-use,VTOL fixed-wing,Not specified,3,UAV-F70D1BE1A9A2,Quantum Systems Vector,2026-08-02T16:05:02+00:00
62,RQ-101 Songgolmae,Curated UAV Seed 2026,Internal curated seed,SRC-0062,South Korea,,Military,Tactical fixed-wing,Not specified,3,UAV-07838573A23A,RQ-101 Songgolmae,2026-08-02T16:05:02+00:00
6,RQ-170 Sentinel,Curated UAV Seed 2026,Internal curated seed,SRC-0006,United States,,Military,Low-observable flying wing,Not specified,3,UAV-81280961FB08,RQ-170 Sentinel,2026-08-02T16:05:02+00:00
10,RQ-21A Blackjack,Curated UAV Seed 2026,Internal curated seed,SRC-0010,United States,,Military,Tactical fixed-wing,Not specified,3,UAV-88E36D91D90C,RQ-21A Blackjack,2026-08-02T16:05:02+00:00
4,RQ-4 Global Hawk,Curated UAV Seed 2026,Internal curated seed,SRC-0004,United States,,Military,HALE fixed-wing,Not specified,3,UAV-06763535C536,RQ-4 Global Hawk,2026-08-02T16:05:02+00:00
9,RQ-7B Shadow,Curated UAV Seed 2026,Internal curated seed,SRC-0009,United States,,Military,Tactical fixed-wing,Not specified,3,UAV-9C0EBD6B98F4,RQ-7B Shadow,2026-08-02T16:05:02+00:00
11,Raven RQ-11,Curated UAV Seed 2026,Internal curated seed,SRC-0011,United States,,Military,Mini hand-launched fixed-wing,Not specified,3,UAV-17FDC736A8A7,Raven RQ-11,2026-08-02T16:05:02+00:00
58,Rustom-II / TAPAS BH-201,Curated UAV Seed 2026,Internal curated seed,SRC-0058,India,,Military,MALE fixed-wing,Not specified,3,UAV-2A347F7DEEEC,Rustom-II,2026-08-02T16:05:02+00:00
48,S-70 Okhotnik-B,Curated UAV Seed 2026,Internal curated seed,SRC-0048,Russia,,Military,Heavy flying-wing UCAV,Not specified,3,UAV-2AF96B0C5CEA,S-70 Okhotnik-B,2026-08-02T16:05:02+00:00
71,SIRTAP,Curated UAV Seed 2026,Internal curated seed,SRC-0071,Spain / Colombia,,Military,Tactical MALE,Not specified,3,UAV-BC59470776EC,SIRTAP,2026-08-02T16:05:02+00:00
24,STM Alpagu,Curated UAV Seed 2026,Internal curated seed,SRC-0024,Türkiye,,Military,Fixed-wing loitering munition,Not specified,3,UAV-B42C5EFF320A,STM Alpagu,2026-08-02T16:05:02+00:00
23,STM Kargu,Curated UAV Seed 2026,Internal curated seed,SRC-0023,Türkiye,,Military,Rotary-wing loitering munition,Not specified,3,UAV-B179BF7D03ED,Kargu,2026-08-02T16:05:02+00:00
93,Saqr-1,Curated UAV Seed 2026,Internal curated seed,SRC-0093,Saudi Arabia,,Military,MALE fixed-wing,Not specified,3,UAV-59502276573E,Saqr-1,2026-08-02T16:05:02+00:00
95,ScanEagle,Curated UAV Seed 2026,Internal curated seed,SRC-0095,United States,,Dual-use,Small fixed-wing,Not specified,3,UAV-FFD701E7502F,ScanEagle,2026-08-02T16:05:02+00:00
