record_id,uav_name,country_of_origin,country_iso3,manufacturer,family,domain,category,airframe_type,status,introduced_year,retired_year,description_short,verification_status,confidence_score,origin_confidence,participating_countries,production_country,aliases,source_count,sources,photo_path,photo_source_page,photo_license,photo_identity_status,created_at,updated_at
UAV-1B9591BBC42B,Phantom 4 Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Phantom 4 Pro | Phantom 4 Pro+,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-C34EB3C5BC65,Phantom 4 Pro V2.0,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Phantom 4 Pro V2.0 | v2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-F88FF750D153,Phantom 4 RTK,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Phantom 4 RTK,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-DB5F238393FC,Phantom FC40,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Phantom FC40 | fc40,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-7187DADEAA98,Spark,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Spark,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-8EBBBD5F1134,Spreading Wings S1000+,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Spreading Wings S1000+ | s1000,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-9B56C6C11CFC,Spreading Wings S800,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Spreading Wings S800 | s800,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-FCECA4872367,Spreading Wings S800 EVO,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Spreading Wings S800 EVO | s800,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-5E48913F3B92,Spreading Wings S900,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Spreading Wings S900 | s900,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-7DC3022215B6,Tello,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Tello,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-F00DCE8C2F08,Tello EDU,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Tello EDU,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-3895066907D5,Tello Iron Man,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Tello Iron Man,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-CB7D1BCDF715,DJI Avata 360,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,DVN3NT | DVN3XT,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-6D119AB25726,DJI Dock 3 and Matrice 4D Series,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,dock-3 | M4D | M4TD,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B77E471369FF,DJI Flip,China,CHN,DJI GmbH,,Civilian / Commercial,EU-listed drone,,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-DF60461D71A5,DJI Lito 1,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,DGN12C | DGN12D | lito-1,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9EFA009B4E58,DJI Lito X1,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,DGP14C | DGP14D | x1,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-415FFB33640B,DJI MAVIC 3 Cine V2.0,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,L2PA | v2,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E71A7CF4DA66,DJI MAVIC 3 V2.0,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,L2AA | v2,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-39D42AE89532,DJI MAVIC 3E EU,China,CHN,DJI GmbH,,Civilian / Commercial,EU-listed drone,,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,M3E-EU,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-71C5F1B54DDE,DJI MAVIC 3M EU,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,M3M-EU,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E2452621CA07,DJI MAVIC 3T EU,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,M3T-EU,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-DEBE3819F6CF,DJI Matrice 4D,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,M4D,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-62486A696D98,DJI Matrice 4TD,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,M4TD,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-D1B06091893E,DJI Mini 4 Pro Fly More Combo,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,mini-4 | MT4MFVD | MT4MFVDB,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E4DD4E76D07C,DJI Neo 2,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,DEN225 | neo-2,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-5E73FD2B7018,Matrice 350 RTK,China,CHN,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,0.9,High,,,,2,"EASA Drones for EU Operations,OpenDroneList",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1032FCDF7D47,Inspire 3 C5,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-94FCE0AD964F,Kronos AD Matrice 30,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B916F9692BFC,Kronos AD Matrice 30T,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E4A23FF4C4E4,Kronos AD Matrice 4D,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9266CBC95ED4,Kronos AD Matrice 4E,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-50B77FF2F91E,Kronos AD Matrice 4T,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-46C8AA0F6A68,Kronos AD Matrice 4TD,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-AD1D9895DB16,Kronos AD Mavic 3 Pro,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9F86A3224EC5,Kronos AD Mavic 3 Pro Cine,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8938C9A037DA,Kronos AD Mavic 3E,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-6A7720F81B54,Kronos AD Mavic 3M,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-4D68155B275E,Kronos AD Mavic 3T,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-023969022B6B,Kronos AD Mavic 4 Pro,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-68C4CD8C19F9,Matrice 350 RTK C5,China,CHN,DRONAVIA,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5 | Matrice 350 C5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-84559C7A1482,C5 Eurosafe Matrice 400,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2D6420C887D1,C5 Eurosafe Matrice 4D,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B2219B3DEA49,C5 Eurosafe Matrice 4E,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-4D58C66A71B7,C5 Eurosafe Matrice 4T,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-AE02E4751360,C5 Eurosafe Matrice 4TD,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E7715E338694,C5 Eurosafe Mavic 3,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-17D8FB0C38E0,C5 Eurosafe Mavic 3 Cine,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-AAA6EDE2A35A,C5 Eurosafe Mavic 3 Classic,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-CA28A6F8B44F,C5 Eurosafe Mavic 3 Pro,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-467D12F65D76,C5 Eurosafe Mavic 3 Pro Cine,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3BFD1FA1BE0B,C5 Eurosafe Mavic 3E,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-22BCB4826767,C5 Eurosafe Mavic 3M,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3774D0BB75B7,C5 Eurosafe Mavic 3T,China,CHN,"EUROSAFE SYSTEMS, S.L.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B3ACF32AA3D6,Inspire 3 Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1873737DE18C,Matrice 30 Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9934639E84BE,Matrice 30T Flysafe c5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5 | Matrice 30T Flysafe C5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-C72F6DA02A24,Matrice 350 RTK Flysafe,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-44B01E9B37C1,Matrice 4 Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-89B9DD64FD70,Matrice 4D Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-58192873EC03,Matrice 4T Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3175E146ECAF,Mavic 3 Pro Cine Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8DEB5E594F4A,Mavic 3 Pro Flysafe C5,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-315701B7790D,Mavic 3E Flysafe,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-01334B19BC78,Mavic 3M Flysafe,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-84109C1A7F21,Mavic 3T Flysafe,China,CHN,Flying Eye,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-CFE1C76281EF,BZK-007,China,CHN,GAIC,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 304.,Probable,0.7,Medium,,,bzk-007,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-42AF7972FEC2,Xianglong,China,CHN,GAIG,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8E0260829023,Fei Long 1,China,CHN,Guide Control Technology Company,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,long-1,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-035035705974,SD-40 (Sea Cavalry),China,CHN,Han's Eagle,,Military,Small / tactical; Hybrid VTOL,Hybrid VTOL,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,sd-40,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-193B6886C645,H109S X4 Pro,China,CHN,Hubsan,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,h109s | Hubsan H109S X4 Pro | x4,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-660D909924FC,Zino,China,CHN,Hubsan,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Hubsan Zino,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-D57D603F0BC5,Zino Pro,China,CHN,Hubsan,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Hubsan Zino Pro,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-5CBE56ADE8F0,UV-10CAM,China,CHN,Microfly,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9FE364EBD436,Divine Eagle,China,CHN,Shenyang Aircraft Corporation’s 601 Institute,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-C6F57180E462,ATOM,China,CHN,"Shenzhen Potensic Intelligent Co., Ltd",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,DSDR04C,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
